long;lat
-56.70448491500;9.75735426332
-57.49373608600;10.78255120930
-57.13714966000;9.59990862931
-57.90636699400;10.60960936930
-57.23972153700;9.56174345631
-56.64136314500;10.05171717130
-57.42884351400;9.49317570731
-58.18583368600;10.49198257830
-57.70686593200;9.39126647330
-58.46283779100;10.37500432030
-57.99235264700;9.28646358930
-58.74502494300;10.25544681630
-58.27616419100;9.18179433730
-58.99108876700;10.09856439330
-58.91153290100;8.94661966029
-59.72252350000;9.99958792532
-57.15850061700;10.72656202830
-59.13499540000;9.11837075030
-57.34091359400;10.86307019730
-59.25867308000;9.30789364630
-58.99342850500;8.95341099929
-57.03178183600;10.56155291530
-58.46159207300;9.11278492530
-56.90106153700;10.39107210230
-56.49121292500;9.85509727832
-58.96305812500;8.93345474029
-58.56059768900;9.07665373529
-59.30584872200;10.04259080530
-56.77102072500;10.22126152130
-57.86153806800;9.33396400630
-59.60987882600;9.85352469732
-59.37599053100;10.04445666430
-58.81801443100;10.20174943630
-58.65791532600;10.33293322730
-59.34911451600;9.49601873531
-57.96119581840;10.62555453430
-59.47467407700;9.66197146431
-58.87673054750;10.15359577760
